Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
0.788,1978,3.15,70,47.5
0.789,1980,3.16,70,47.5
0.79,1982,3.16,70.1,47.6
0.791,1982,3.16,70.1,47.7
0.792,1982,3.17,70.1,47.7
0.793,1983,3.17,70.1,47.8
0.795,1985,3.18,70.2,47.9
0.796,1987,3.18,70.3,47.9
0.797,1987,3.19,70.3,48
0.798,1987,3.19,70.3,48
0.798,1987,3.19,70.3,48.1
0.8,1988,3.2,70.3,48.2
0.801,1990,3.2,70.4,48.2
0.802,1992,3.21,70.4,48.3
0.803,1993,3.21,70.5,48.4
0.804,1993,3.22,70.5,48.4
0.805,1993,3.22,70.5,48.5
0.806,1993,3.22,70.5,48.5
0.807,1995,3.23,70.6,48.6
0.808,1997,3.23,70.6,48.7
0.809,1998,3.24,70.7,48.7
0.81,1998,3.24,70.7,48.8
0.811,1998,3.24,70.7,48.9
0.812,2000,3.25,70.7,48.9
0.813,2000,3.25,70.8,49
0.814,2000,3.26,70.9,49
0.815,2000,3.26,70.9,49.1
0.816,2000,3.26,70.9,49.2
0.817,2000,3.27,70.9,49.2
0.818,2000,3.27,70.9,49.3
0.82,2010,3.28,71,49.4
0.821,2010,3.28,71,49.4
0.822,2010,3.29,71.1,49.5
0.823,2010,3.29,71.1,49.5
0.824,2010,3.3,71.1,49.6
0.825,2010,3.3,71.1,49.7
0.826,2010,3.3,71.1,49.7
0.827,2010,3.31,71.2,49.8
0.828,2020,3.31,71.3,49.9
0.829,2020,3.32,71.3,49.9
0.83,2020,3.32,71.3,50
0.831,2020,3.32,71.3,50
0.832,2020,3.33,71.3,50.1
0.833,2020,3.33,71.4,50.2
0.834,2020,3.34,71.4,50.2
0.835,2020,3.34,71.4,50.3
0.836,2020,3.34,71.4,50.4
0.837,2020,3.35,71.4,50.4
0.838,2020,3.35,71.5,50.5
0.839,2020,3.36,71.6,50.5
0.84,2020,3.36,71.6,50.6
0.841,2020,3.36,71.6,50.7
0.842,2020,3.37,71.6,50.7
0.843,2030,3.37,71.7,50.8
0.844,2030,3.38,71.7,50.9
0.846,2030,3.38,71.7,50.9
0.847,2030,3.39,71.8,51
0.848,2030,3.39,71.8,51
0.849,2030,3.4,71.8,51.1
0.85,2030,3.4,71.8,51.2
0.851,2030,3.4,71.9,51.2
0.852,2030,3.41,71.9,51.3
0.853,2040,3.41,72,51.4
0.854,2040,3.42,72,51.4
0.855,2040,3.42,72,51.5
0.856,2040,3.42,72,51.5
0.857,2040,3.43,72,51.6
0.858,2040,3.43,72.1,51.7
0.859,2040,3.44,72.2,51.7
0.86,2040,3.44,72.2,51.8
0.861,2040,3.44,72.2,51.9
0.862,2040,3.45,72.2,51.9
0.863,2040,3.45,72.2,52
0.864,2040,3.46,72.3,52
0.865,2040,3.46,72.3,52.1
0.866,2040,3.46,72.3,52.2
0.867,2040,3.47,72.3,52.2
0.868,2040,3.47,72.3,52.3
0.869,2050,3.48,72.4,52.4
0.871,2050,3.48,72.4,52.4
0.872,2050,3.49,72.5,52.5
0.873,2050,3.49,72.5,52.5
0.874,2050,3.5,72.5,52.6
0.875,2050,3.5,72.6,52.7
0.876,2050,3.5,72.6,52.7
0.877,2050,3.51,72.6,52.8
0.878,2060,3.51,72.7,52.9
0.879,2060,3.52,72.7,52.9
0.88,2060,3.52,72.7,53
0.881,2060,3.52,72.7,53
0.882,2060,3.53,72.7,53.1
0.883,2060,3.53,72.8,53.2
0.884,2060,3.54,72.9,53.2
0.885,2060,3.54,72.9,53.3
0.886,2060,3.54,72.9,53.4
0.887,2060,3.55,72.9,53.4
0.888,2060,3.55,72.9,53.5
0.889,2060,3.56,73,53.5
0.89,2060,3.56,73,53.6
0.891,2060,3.56,73,53.7
0.892,2070,3.57,73.1,53.7
0.893,2070,3.57,73.1,53.8
0.894,2070,3.58,73.1,53.9
0.896,2070,3.58,73.2,53.9
0.897,2070,3.59,73.2,54
0.898,2070,3.59,73.2,54
0.899,2070,3.6,73.2,54.1
0.9,2070,3.6,73.2,54.2
0.901,2070,3.6,73.3,54.2
0.902,2070,3.61,73.3,54.3
0.903,2080,3.61,73.4,54.4
0.904,2080,3.62,73.4,54.4
0.905,2080,3.62,73.4,54.5
0.906,2080,3.62,73.4,54.5
0.907,2080,3.63,73.4,54.6
0.908,2080,3.63,73.5,54.7
0.909,2080,3.64,73.5,54.7
0.91,2080,3.64,73.6,54.8
0.911,2080,3.64,73.6,54.9
0.912,2080,3.65,73.6,54.9
0.913,2080,3.65,73.6,55
0.914,2080,3.66,73.6,55
0.915,2080,3.66,73.7,55.1
0.916,2080,3.66,73.7,55.2
0.917,2080,3.67,73.7,55.2
0.918,2080,3.67,73.7,55.3
0.919,2080,3.68,73.7,55.4
0.92,2090,3.68,73.8,55.4
0.922,2090,3.69,73.9,55.5
0.923,2090,3.69,73.9,55.5
0.924,2090,3.7,73.9,55.6
0.925,2090,3.7,73.9,55.7
0.926,2090,3.7,73.9,55.7
0.927,2090,3.71,74,55.8
0.928,2090,3.71,74,55.9
0.929,2090,3.72,74,55.9
0.93,2100,3.72,74.1,56
0.931,2100,3.72,74.1,56
0.932,2100,3.73,74.1,56.1
0.933,2100,3.73,74.1,56.2
0.934,2100,3.74,74.2,56.2
0.935,2100,3.74,74.2,56.3
0.936,2100,3.74,74.2,56.4
0.937,2100,3.75,74.2,56.4
0.938,2100,3.75,74.2,56.5
0.939,2100,3.76,74.3,56.5
0.94,2100,3.76,74.3,56.6
0.942,2100,3.77,74.4,56.7
0.942,2100,3.77,74.4,56.7
0.943,2100,3.77,74.4,56.8
0.944,2100,3.78,74.4,56.9
0.945,2100,3.78,74.4,56.9
0.947,2100,3.79,74.4,57
0.948,2110,3.79,74.5,57
0.948,2110,3.79,74.6,57.1
0.95,2110,3.8,74.6,57.2
0.951,2110,3.8,74.6,57.2
0.952,2110,3.81,74.6,57.3
0.953,2110,3.81,74.6,57.4
0.954,2110,3.82,74.7,57.4
0.955,2110,3.82,74.7,57.5
0.956,2110,3.82,74.7,57.5
0.957,2110,3.83,74.7,57.6
0.958,2110,3.83,74.7,57.7
0.959,2120,3.84,74.8,57.7
0.96,2120,3.84,74.9,57.8
0.961,2120,3.84,74.9,57.9
0.962,2120,3.85,74.9,57.9
0.963,2120,3.85,74.9,58
0.964,2120,3.86,74.9,58
0.965,2120,3.86,75,58.1
0.966,2120,3.86,75,58.2
0.967,2120,3.87,75,58.2
0.968,2120,3.87,75,58.3
0.969,2120,3.88,75,58.4
0.97,2120,3.88,75.1,58.4
0.972,2120,3.89,75.1,58.5
0.973,2120,3.89,75.2,58.5
0.974,2120,3.9,75.2,58.6
0.975,2130,3.9,75.2,58.7
0.976,2130,3.9,75.2,58.7
0.977,2130,3.91,75.2,58.8
0.978,2130,3.91,75.3,58.9
0.979,2130,3.92,75.3,58.9
0.98,2130,3.92,75.3,59
0.981,2130,3.92,75.3,59
0.982,2130,3.93,75.3,59.1
0.983,2130,3.93,75.4,59.2
0.984,2130,3.94,75.5,59.2
0.985,2130,3.94,75.5,59.3
0.986,2140,3.94,75.5,59.4
0.987,2140,3.95,75.5,59.4
0.988,2140,3.95,75.5,59.5
0.989,2140,3.96,75.5,59.5
0.99,2140,3.96,75.6,59.6
0.991,2140,3.96,75.6,59.7
0.992,2140,3.97,75.6,59.7
0.993,2140,3.97,75.7,59.8
0.994,2140,3.98,75.7,59.9
0.995,2140,3.98,75.7,59.9
0.997,2140,3.99,75.7,60
0.998,2140,3.99,75.7,60
0.999,2140,4,75.8,60.1
1,2140,4,75.8,60.2
1.001,2140,4,75.9,60.2
1.002,2140,4.01,75.9,60.3
1.003,2140,4.01,75.9,60.4
1.004,2150,4.02,75.9,60.4
1.005,2150,4.02,75.9,60.5
1.006,2150,4.02,76,60.5
1.007,2150,4.03,76,60.6
1.008,2150,4.03,76,60.7
1.009,2150,4.04,76,60.7
1.01,2150,4.04,76,60.8
1.011,2150,4.04,76.1,60.9
1.012,2150,4.05,76.1,60.9
1.013,2150,4.05,76.1,61
1.014,2150,4.06,76.1,61
1.015,2150,4.06,76.2,61.1
1.016,2160,4.06,76.2,61.2
1.018,2160,4.07,76.3,61.2
1.018,2160,4.07,76.3,61.3
1.019,2160,4.08,76.3,61.4
1.02,2160,4.08,76.3,61.4
1.021,2160,4.08,76.3,61.5
1.023,2160,4.09,76.4,61.5
1.024,2160,4.1,76.5,61.6
1.025,2160,4.1,76.5,61.7
1.026,2160,4.1,76.5,61.7
1.027,2160,4.11,76.5,61.8
1.028,2160,4.11,76.5,61.9
1.029,2160,4.12,76.6,61.9
1.03,2170,4.12,76.6,62
1.031,2170,4.12,76.7,62
1.032,2170,4.13,76.7,62.1
1.033,2170,4.13,76.7,62.2
1.034,2170,4.14,76.7,62.2
1.035,2170,4.14,76.7,62.3
1.036,2170,4.14,76.8,62.4
1.037,2170,4.15,76.8,62.4
1.038,2170,4.15,76.8,62.5
1.039,2170,4.16,76.8,62.5
1.04,2170,4.16,76.9,62.6
1.041,2170,4.16,76.9,62.7
1.042,2180,4.17,76.9,62.7
1.043,2180,4.17,76.9,62.8
1.044,2180,4.18,76.9,62.9
1.045,2180,4.18,76.9,62.9
1.046,2180,4.18,76.9,63
1.048,2180,4.19,77,63
1.049,2180,4.2,77,63.1
1.05,2180,4.2,77,63.2
1.051,2180,4.2,77.1,63.2
1.052,2180,4.21,77.1,63.3
1.053,2180,4.21,77.1,63.4
1.054,2180,4.22,77.2,63.4
1.055,2180,4.22,77.2,63.5
1.056,2180,4.22,77.2,63.5
1.057,2180,4.23,77.3,63.6
1.058,2180,4.23,77.3,63.7
1.059,2180,4.24,77.3,63.7
1.06,2180,4.24,77.3,63.8
1.061,2190,4.24,77.3,63.9
1.062,2190,4.25,77.4,63.9
1.063,2190,4.25,77.4,64
1.064,2190,4.26,77.4,64
1.065,2190,4.26,77.4,64.1
1.066,2190,4.26,77.5,64.2
1.067,2190,4.27,77.5,64.2
1.069,2190,4.28,77.5,64.3
1.069,2190,4.28,77.6,64.4
1.07,2190,4.28,77.6,64.4
1.071,2190,4.28,77.6,64.5
1.073,2190,4.29,77.6,64.5
1.074,2200,4.3,77.6,64.6
1.075,2200,4.3,77.7,64.7
1.076,2200,4.3,77.7,64.7
1.077,2200,4.31,77.7,64.8
1.078,2200,4.31,77.7,64.9
1.079,2200,4.32,77.8,64.9
1.08,2200,4.32,77.8,65
1.081,2200,4.32,77.8,65
1.082,2200,4.33,77.8,65.1
1.083,2200,4.33,77.8,65.2
1.084,2200,4.34,77.8,65.2
1.085,2200,4.34,77.9,65.3
1.086,2200,4.34,77.9,65.4
1.087,2200,4.35,77.9,65.4
1.088,2200,4.35,78,65.5
1.089,2200,4.36,78,65.5
1.09,2200,4.36,78,65.6
1.091,2200,4.36,78,65.7
1.092,2210,4.37,78,65.7
1.094,2210,4.38,78,65.8
1.094,2210,4.38,78.1,65.9
1.095,2210,4.38,78.1,65.9
1.096,2210,4.38,78.1,66
1.097,2210,4.39,78.2,66
1.099,2210,4.4,78.2,66.1
1.1,2210,4.4,78.3,66.2
1.101,2210,4.4,78.3,66.2
1.102,2210,4.41,78.3,66.3
1.103,2210,4.41,78.3,66.4
1.104,2210,4.42,78.3,66.4
1.105,2220,4.42,78.3,66.5
1.106,2220,4.42,78.4,66.5
1.107,2220,4.43,78.4,66.6
1.108,2220,4.43,78.4,66.7
1.109,2220,4.44,78.5,66.7
1.11,2220,4.44,78.5,66.8
1.111,2220,4.44,78.5,66.9
1.112,2220,4.45,78.5,66.9
1.113,2220,4.45,78.6,67
1.114,2220,4.46,78.6,67
1.115,2220,4.46,78.6,67.1
1.116,2220,4.46,78.6,67.2
1.117,2220,4.47,78.6,67.2
1.118,2220,4.47,78.6,67.3
1.12,2220,4.48,78.7,67.4
1.12,2220,4.48,78.7,67.4
1.121,2220,4.48,78.7,67.5
1.122,2220,4.49,78.7,67.5
1.124,2230,4.5,78.8,67.6
1.125,2230,4.5,78.8,67.7
1.126,2230,4.5,78.8,67.7
1.127,2230,4.51,78.9,67.8
1.128,2230,4.51,78.9,67.9
1.129,2230,4.52,78.9,67.9
1.13,2230,4.52,78.9,68
1.131,2230,4.52,78.9,68
1.132,2230,4.53,79,68.1
1.133,2230,4.53,79,68.2
1.134,2230,4.54,79,68.2
1.135,2230,4.54,79,68.3
1.136,2240,4.54,79,68.4
1.137,2240,4.55,79.1,68.4
1.138,2240,4.55,79.2,68.5
1.139,2240,4.56,79.2,68.5
1.14,2240,4.56,79.2,68.6
1.141,2240,4.56,79.2,68.7
1.142,2240,4.57,79.2,68.7
1.144,2240,4.58,79.2,68.8
1.145,2240,4.58,79.3,68.9
1.146,2240,4.58,79.3,68.9
1.146,2240,4.58,79.3,69
1.147,2240,4.59,79.3,69
1.149,2240,4.6,79.3,69.1
1.15,2240,4.6,79.4,69.2
1.151,2240,4.6,79.4,69.2
1.152,2250,4.61,79.5,69.3
1.153,2240,4.61,79.4,69.4
1.154,2240,4.62,79.4,69.4
1.155,2250,4.62,79.5,69.5
1.156,2250,4.62,79.5,69.5
1.157,2250,4.63,79.5,69.6
1.158,2250,4.63,79.6,69.7
1.159,2250,4.64,79.6,69.7
1.16,2250,4.64,79.6,69.8
1.161,2250,4.64,79.6,69.9
1.162,2250,4.65,79.6,69.9
1.163,2250,4.65,79.7,70
1.164,2250,4.66,79.7,70
1.165,2250,4.66,79.7,70.1
1.166,2250,4.66,79.7,70.2
1.167,2260,4.67,79.8,70.2
1.168,2260,4.67,79.8,70.3
1.17,2260,4.68,79.8,70.4
1.171,2260,4.68,79.8,70.4
1.172,2260,4.69,79.9,70.5
1.172,2260,4.69,79.9,70.5
1.174,2260,4.7,79.9,70.6
1.175,2260,4.7,79.9,70.7
1.176,2260,4.7,79.9,70.7
1.177,2260,4.71,80,70.8
1.178,2260,4.71,80,70.9
1.179,2260,4.72,80,70.9
1.18,2260,4.72,80,71
1.181,2260,4.72,80,71
1.182,2260,4.73,80,71.1
1.183,2260,4.73,80.1,71.2
1.184,2270,4.74,80.2,71.2
1.185,2260,4.74,80.1,71.3
1.186,2260,4.74,80.1,71.4
1.187,2270,4.75,80.2,71.4
1.188,2270,4.75,80.2,71.5
1.189,2270,4.76,80.2,71.5
1.19,2270,4.76,80.3,71.6
1.191,2270,4.76,80.3,71.7
1.192,2270,4.77,80.3,71.7
1.193,2270,4.77,80.3,71.8
1.195,2270,4.78,80.3,71.9
1.196,2270,4.78,80.4,71.9
1.197,2270,4.79,80.4,72
1.197,2270,4.79,80.4,72
1.198,2270,4.79,80.4,72.1
1.2,2270,4.8,80.4,72.2
1.201,2280,4.8,80.5,72.2
1.202,2280,4.81,80.5,72.3
1.203,2280,4.81,80.5,72.4
1.204,2280,4.82,80.5,72.4
1.205,2280,4.82,80.6,72.5
1.206,2280,4.82,80.6,72.5
1.207,2280,4.83,80.6,72.6
1.208,2280,4.83,80.6,72.7
1.209,2280,4.84,80.7,72.7
1.21,2280,4.84,80.7,72.8
1.211,2280,4.84,80.7,72.9
1.212,2280,4.85,80.7,72.9
1.213,2280,4.85,80.7,73
1.214,2280,4.86,80.8,73
1.215,2280,4.86,80.8,73.1
1.216,2280,4.86,80.8,73.2
1.217,2280,4.87,80.8,73.2
1.218,2280,4.87,80.8,73.3
1.22,2290,4.88,80.9,73.4
1.221,2290,4.88,80.9,73.4
1.222,2290,4.89,80.9,73.5
1.223,2290,4.89,80.9,73.5
1.223,2290,4.89,80.9,73.6
1.225,2290,4.9,80.9,73.7
1.226,2290,4.9,81,73.7
1.227,2290,4.91,81.1,73.8
1.228,2290,4.91,81.1,73.9
1.229,2290,4.92,81.1,73.9
1.23,2290,4.92,81.1,74
1.231,2290,4.92,81.1,74
1.232,2290,4.93,81.1,74.1
1.233,2300,4.93,81.2,74.2
1.234,2300,4.94,81.2,74.2
1.235,2300,4.94,81.2,74.3
1.236,2300,4.94,81.2,74.4
1.237,2300,4.95,81.2,74.4
1.238,2300,4.95,81.2,74.5
1.239,2300,4.96,81.3,74.5
1.24,2300,4.96,81.3,74.6
1.241,2300,4.96,81.3,74.7
1.242,2300,4.97,81.3,74.7
1.243,2300,4.97,81.3,74.8
1.244,2300,4.98,81.4,74.9
1.246,2300,4.98,81.4,74.9
1.247,2300,4.99,81.5,75
1.248,2300,4.99,81.5,75
1.249,2300,5,81.5,75.1
1.25,2300,5,81.5,75.2
1.251,2300,5,81.5,75.2
1.252,2310,5.01,81.6,75.3
1.253,2310,5.01,81.6,75.4
1.254,2310,5.02,81.6,75.4
1.255,2310,5.02,81.6,75.5
1.256,2310,5.02,81.6,75.5
1.257,2310,5.03,81.6,75.6
1.258,2310,5.03,81.7,75.7
1.259,2310,5.04,81.7,75.7
1.26,2310,5.04,81.8,75.8
1.261,2310,5.04,81.8,75.9
1.262,2310,5.05,81.7,75.9
1.263,2310,5.05,81.8,76
1.264,2310,5.06,81.8,76
1.265,2320,5.06,81.9,76.1
1.266,2320,5.06,81.9,76.2
1.267,2320,5.07,81.9,76.2
1.268,2320,5.07,81.9,76.3
1.269,2320,5.08,81.9,76.4
1.271,2320,5.08,81.9,76.4
1.272,2320,5.09,82,76.5
1.273,2320,5.09,82,76.5
1.274,2320,5.1,82,76.6
1.275,2320,5.1,82,76.7
1.276,2320,5.1,82.1,76.7
1.277,2320,5.11,82.1,76.8
1.278,2320,5.11,82.1,76.9
1.279,2320,5.12,82.1,76.9
1.28,2320,5.12,82.1,77
1.281,2320,5.12,82.1,77
1.282,2320,5.13,82.1,77.1
1.283,2320,5.13,82.2,77.2
1.284,2320,5.14,82.2,77.2
1.285,2320,5.14,82.2,77.3
1.286,2320,5.14,82.2,77.4
1.287,2320,5.15,82.2,77.4
1.288,2330,5.15,82.3,77.5
1.289,2330,5.16,82.3,77.5
1.29,2330,5.16,82.3,77.6
1.291,2330,5.16,82.4,77.7
1.292,2330,5.17,82.4,77.7
1.293,2330,5.17,82.3,77.8
1.294,2330,5.18,82.4,77.9
1.296,2330,5.18,82.4,77.9
1.297,2330,5.19,82.5,78
1.298,2330,5.19,82.5,78
1.299,2330,5.2,82.5,78.1
1.3,2330,5.2,82.5,78.2
1.301,2330,5.2,82.5,78.2
1.302,2340,5.21,82.6,78.3
1.303,2340,5.21,82.6,78.4
1.304,2340,5.22,82.6,78.4
1.305,2340,5.22,82.6,78.5
1.306,2340,5.22,82.6,78.5
1.307,2340,5.23,82.6,78.6
1.308,2340,5.23,82.6,78.7
1.309,2340,5.24,82.7,78.7
1.31,2340,5.24,82.8,78.8
1.311,2340,5.24,82.8,78.9
1.312,2340,5.25,82.8,78.9
1.313,2340,5.25,82.8,79
1.314,2340,5.26,82.8,79
1.315,2340,5.26,82.8,79.1
1.316,2340,5.26,82.9,79.2
1.317,2340,5.27,82.9,79.2
1.318,2340,5.27,82.9,79.3
1.319,2340,5.28,82.9,79.4
1.32,2340,5.28,82.9,79.4
1.322,2350,5.29,83,79.5
1.323,2350,5.29,83,79.5
1.324,2350,5.3,83,79.6
1.325,2350,5.3,83,79.7
1.326,2350,5.3,83,79.7
1.327,2350,5.31,83.1,79.8
1.328,2350,5.31,83.1,79.9
1.329,2350,5.32,83.1,79.9
1.33,2350,5.32,83.2,80
1.331,2350,5.32,83.2,80
1.332,2350,5.33,83.2,80.1
1.333,2350,5.33,83.2,80.2
1.334,2350,5.34,83.2,80.2
1.335,2360,5.34,83.3,80.3
1.336,2360,5.34,83.3,80.4
1.337,2360,5.35,83.3,80.4
1.338,2360,5.35,83.3,80.5
1.339,2360,5.36,83.3,80.5
1.34,2360,5.36,83.4,80.6
1.341,2360,5.36,83.4,80.7
1.342,2360,5.37,83.4,80.7
1.343,2360,5.37,83.4,80.8
1.344,2360,5.38,83.4,80.9
1.345,2360,5.38,83.4,80.9
1.347,2360,5.39,83.5,81
1.348,2360,5.39,83.5,81
1.349,2360,5.4,83.5,81.1
1.35,2360,5.4,83.5,81.2
1.351,2360,5.4,83.5,81.2
1.352,2360,5.41,83.5,81.3
1.353,2360,5.41,83.6,81.4
1.354,2360,5.42,83.6,81.4
1.355,2360,5.42,83.6,81.5
1.356,2360,5.42,83.6,81.5
1.357,2360,5.43,83.6,81.6
1.358,2360,5.43,83.6,81.7
1.359,2370,5.44,83.7,81.7
1.36,2370,5.44,83.7,81.8
1.361,2370,5.44,83.8,81.9
1.362,2370,5.45,83.8,81.9
1.363,2370,5.45,83.8,82
1.364,2370,5.46,83.8,82
1.365,2370,5.46,83.8,82.1
1.366,2370,5.46,83.9,82.2
1.367,2370,5.47,83.9,82.2
1.368,2370,5.47,83.9,82.3
1.369,2370,5.48,83.9,82.4
1.37,2370,5.48,83.9,82.4
1.372,2370,5.49,83.9,82.5
1.373,2380,5.49,84,82.5
1.374,2380,5.5,84.1,82.6
1.375,2380,5.5,84.1,82.7
1.376,2380,5.5,84.1,82.7
1.377,2380,5.51,84.1,82.8
1.378,2380,5.51,84.1,82.9
1.379,2380,5.52,84.2,82.9
1.38,2380,5.52,84.2,83
1.381,2380,5.52,84.2,83
1.382,2380,5.53,84.2,83.1
1.383,2380,5.53,84.2,83.2
1.384,2380,5.54,84.2,83.2
1.385,2380,5.54,84.2,83.3
1.386,2380,5.54,84.3,83.4
1.387,2380,5.55,84.3,83.4
1.388,2380,5.55,84.3,83.5
1.389,2380,5.56,84.3,83.5
1.39,2380,5.56,84.4,83.6
1.391,2390,5.56,84.4,83.7
1.392,2390,5.57,84.4,83.7
1.393,2390,5.57,84.4,83.8
1.394,2390,5.58,84.4,83.9
1.395,2390,5.58,84.4,83.9
1.397,2390,5.59,84.5,84
1.398,2390,5.59,84.5,84
1.399,2390,5.6,84.5,84.1
1.4,2390,5.6,84.5,84.2
1.401,2390,5.6,84.5,84.2
1.402,2390,5.61,84.5,84.3
1.403,2390,5.61,84.6,84.4
1.404,2390,5.62,84.6,84.4
1.405,2390,5.62,84.6,84.5
1.406,2400,5.62,84.7,84.5
1.407,2400,5.63,84.7,84.6
1.408,2400,5.63,84.7,84.7
1.409,2400,5.64,84.7,84.7
1.41,2400,5.64,84.8,84.8
1.411,2400,5.64,84.8,84.9
1.412,2400,5.65,84.8,84.9
1.413,2400,5.65,84.8,85
1.414,2400,5.66,84.8,85
1.415,2400,5.66,84.8,85.1
1.416,2400,5.66,84.8,85.2
1.417,2400,5.67,84.9,85.2
1.418,2400,5.67,84.9,85.3
1.419,2400,5.68,84.9,85.4
1.42,2400,5.68,84.9,85.4
1.421,2400,5.68,84.9,85.5
1.422,2400,5.69,84.9,85.5
1.424,2400,5.7,85,85.6
1.425,2400,5.7,85.1,85.7
1.426,2400,5.7,85.1,85.7
1.427,2400,5.71,85.1,85.8
1.428,2400,5.71,85.1,85.9
1.429,2400,5.72,85.1,85.9
1.43,2410,5.72,85.1,86
1.431,2410,5.72,85.2,86
1.432,2410,5.73,85.2,86.1
1.433,2410,5.73,85.2,86.2
1.434,2410,5.74,85.2,86.2
1.435,2410,5.74,85.2,86.3
1.436,2410,5.74,85.3,86.4
1.437,2410,5.75,85.3,86.4
1.438,2410,5.75,85.3,86.5
1.439,2410,5.76,85.3,86.5
1.44,2410,5.76,85.3,86.6
1.441,2410,5.76,85.3,86.7
1.443,2410,5.77,85.4,86.7
1.444,2410,5.78,85.4,86.8
1.444,2410,5.78,85.4,86.9
1.445,2410,5.78,85.4,86.9
1.446,2420,5.78,85.4,87
1.447,2420,5.79,85.4,87
1.449,2420,5.8,85.5,87.1
1.45,2420,5.8,85.5,87.2
1.451,2420,5.8,85.5,87.2
1.452,2420,5.81,85.5,87.3
1.453,2420,5.81,85.5,87.4
1.454,2420,5.82,85.5,87.4
1.455,2420,5.82,85.6,87.5
1.456,2420,5.82,85.6,87.5
1.457,2420,5.83,85.6,87.6
1.458,2420,5.83,85.6,87.7
1.459,2420,5.84,85.6,87.7
1.46,2420,5.84,85.6,87.8
1.461,2420,5.84,85.7,87.9
1.462,2420,5.85,85.8,87.9
1.463,2420,5.85,85.8,88
1.464,2420,5.86,85.8,88
1.465,2420,5.86,85.8,88.1
1.466,2420,5.86,85.8,88.2
1.467,2430,5.87,85.8,88.2
1.468,2430,5.87,85.9,88.3
1.47,2430,5.88,85.9,88.4
1.47,2430,5.88,85.9,88.4
1.471,2430,5.88,85.9,88.5
1.472,2430,5.89,85.9,88.5
1.474,2430,5.9,85.9,88.6
1.475,2430,5.9,86,88.7
1.476,2430,5.9,86,88.7
1.477,2430,5.91,86,88.8
1.478,2430,5.91,86,88.9
1.479,2430,5.92,86,88.9
1.48,2430,5.92,86.1,89
1.481,2440,5.92,86.1,89
1.482,2440,5.93,86.1,89.1
1.483,2440,5.93,86.2,89.2
1.484,2440,5.94,86.2,89.2
1.485,2440,5.94,86.2,89.3
1.486,2440,5.94,86.2,89.4
1.487,2440,5.95,86.2,89.4
1.488,2440,5.95,86.2,89.5
1.489,2440,5.96,86.3,89.5
1.49,2440,5.96,86.3,89.6
1.491,2440,5.96,86.2,89.7
1.492,2440,5.97,86.3,89.7
1.493,2440,5.97,86.4,89.8
1.495,2440,5.98,86.4,89.9
1.495,2440,5.98,86.4,89.9
1.496,2440,5.98,86.4,90
1.497,2440,5.99,86.4,90
1.499,2440,6,86.4,90.1
1.5,2440,6,86.5,90.2
1.501,2440,6,86.5,90.2
1.502,2450,6.01,86.5,90.3
1.503,2450,6.01,86.5,90.4
1.504,2450,6.02,86.5,90.4
1.505,2450,6.02,86.5,90.5
1.506,2450,6.02,86.6,90.5
1.507,2450,6.03,86.6,90.6
1.508,2450,6.03,86.7,90.7
1.509,2450,6.04,86.7,90.7
1.51,2450,6.04,86.7,90.8
1.511,2450,6.04,86.7,90.9
1.512,2450,6.05,86.7,90.9
1.513,2450,6.05,86.8,91
1.514,2450,6.06,86.8,91
1.515,2450,6.06,86.8,91.1
1.516,2450,6.06,86.7,91.2
1.517,2450,6.07,86.8,91.2
1.518,2450,6.07,86.8,91.3
1.52,2460,6.08,86.8,91.4
1.52,2460,6.08,86.9,91.4
1.521,2460,6.08,86.9,91.5
1.522,2460,6.09,86.9,91.5
1.524,2460,6.1,86.9,91.6
1.525,2460,6.1,86.9,91.7
1.526,2460,6.1,86.9,91.7
1.527,2460,6.11,86.9,91.8
1.528,2460,6.11,87,91.9
1.529,2460,6.12,87,91.9
1.53,2460,6.12,87,92
1.531,2460,6.12,87,92
1.532,2460,6.13,87.1,92.1
1.533,2460,6.13,87.1,92.2
1.534,2460,6.14,87.1,92.2
1.535,2460,6.14,87.1,92.3
1.536,2460,6.14,87.1,92.4
1.537,2460,6.15,87.1,92.4
1.538,2460,6.15,87.2,92.5
1.539,2460,6.16,87.2,92.5
1.54,2460,6.16,87.2,92.6
1.541,2460,6.16,87.2,92.7
1.542,2470,6.17,87.2,92.7
1.543,2470,6.17,87.2,92.8
1.545,2470,6.18,87.3,92.9
1.546,2470,6.18,87.3,92.9
1.547,2470,6.19,87.3,93
1.547,2470,6.19,87.3,93
1.549,2470,6.2,87.3,93.1
1.55,2470,6.2,87.3,93.2
1.551,2470,6.2,87.4,93.2
1.552,2470,6.21,87.4,93.3
1.553,2470,6.21,87.4,93.4
1.554,2470,6.22,87.4,93.4
1.555,2470,6.22,87.4,93.5
1.556,2470,6.22,87.4,93.5
1.557,2470,6.23,87.5,93.6
1.558,2480,6.23,87.5,93.7
1.559,2480,6.24,87.5,93.7
1.56,2480,6.24,87.5,93.8
1.561,2480,6.24,87.5,93.9
1.562,2480,6.25,87.6,93.9
1.563,2480,6.25,87.7,94
1.564,2480,6.26,87.7,94
1.565,2480,6.26,87.7,94.1
1.566,2480,6.26,87.7,94.2
1.567,2480,6.27,87.7,94.2
1.568,2480,6.27,87.7,94.3
1.57,2480,6.28,87.8,94.4
1.571,2480,6.28,87.8,94.4
