Position (mm),Force (N),Strain (%),Stress (N/mm�),Time (sec)
4.75,9270,18.98,472,285
4.75,9270,18.99,472,285
4.75,9270,18.99,472,285
4.75,9270,18.99,472,285
4.75,9270,19,472,285
4.75,9270,19,472,285
4.75,9270,19.01,472,285
4.75,9270,19.01,472,285
4.75,9270,19.02,472,285
4.76,9270,19.02,472,285
4.76,9270,19.02,472,286
4.76,9270,19.03,472,286
4.76,9280,19.03,472,286
4.76,9280,19.04,472,286
4.76,9280,19.04,472,286
4.76,9280,19.04,472,286
4.76,9280,19.05,472,286
4.76,9280,19.05,472,286
4.76,9280,19.06,473,286
4.76,9280,19.06,473,286
4.77,9280,19.06,473,286
4.77,9280,19.07,473,286
4.77,9280,19.07,473,286
4.77,9280,19.08,473,286
4.77,9280,19.08,473,286
4.77,9280,19.09,473,286
4.77,9280,19.09,473,287
4.77,9280,19.09,473,287
4.77,9280,19.1,473,287
4.78,9280,19.1,473,287
4.78,9280,19.11,473,287
4.78,9290,19.11,473,287
4.78,9290,19.12,473,287
4.78,9290,19.12,473,287
4.78,9280,19.12,473,287
4.78,9280,19.13,473,287
4.78,9290,19.13,473,287
4.78,9290,19.14,473,287
4.78,9290,19.14,473,287
4.79,9290,19.14,473,287
4.79,9290,19.15,473,287
4.79,9290,19.15,473,287
4.79,9290,19.16,473,288
4.79,9290,19.16,473,288
4.79,9290,19.16,473,288
4.79,9290,19.17,473,288
4.79,9290,19.17,473,288
4.79,9290,19.18,473,288
4.8,9290,19.18,473,288
4.8,9300,19.19,473,288
4.8,9300,19.19,473,288
4.8,9300,19.2,473,288
4.8,9300,19.2,473,288
4.8,9300,19.2,473,288
4.8,9300,19.21,473,288
4.8,9300,19.21,474,288
4.8,9300,19.22,474,288
4.8,9300,19.22,474,288
4.81,9300,19.22,474,289
4.81,9300,19.23,474,289
4.81,9300,19.23,474,289
4.81,9300,19.24,474,289
4.81,9300,19.24,474,289
4.81,9300,19.24,474,289
4.81,9300,19.25,474,289
4.81,9300,19.25,474,289
4.81,9300,19.26,474,289
4.82,9300,19.26,474,289
4.82,9310,19.26,474,289
4.82,9310,19.27,474,289
4.82,9300,19.27,474,289
4.82,9300,19.28,474,289
4.82,9310,19.28,474,289
4.82,9310,19.29,474,289
4.82,9310,19.29,474,290
4.82,9310,19.3,474,290
4.82,9310,19.3,474,290
4.83,9310,19.3,474,290
4.83,9310,19.31,474,290
4.83,9310,19.31,474,290
4.83,9310,19.32,474,290
4.83,9310,19.32,474,290
4.83,9310,19.32,474,290
4.83,9310,19.33,474,290
4.83,9310,19.33,474,290
4.83,9320,19.34,474,290
4.84,9320,19.34,474,290
4.84,9320,19.34,474,290
4.84,9320,19.35,474,290
4.84,9320,19.35,474,290
4.84,9320,19.36,474,291
4.84,9320,19.36,475,291
4.84,9320,19.36,475,291
4.84,9320,19.37,475,291
4.84,9320,19.37,475,291
4.84,9320,19.38,475,291
4.85,9320,19.38,475,291
4.85,9320,19.39,475,291
4.85,9320,19.39,475,291
4.85,9320,19.4,475,291
4.85,9320,19.4,475,291
4.85,9320,19.4,475,291
4.85,9320,19.41,475,291
4.85,9320,19.41,475,291
4.85,9320,19.42,475,291
4.86,9320,19.42,475,291
4.86,9320,19.42,475,292
4.86,9320,19.43,475,292
4.86,9320,19.43,475,292
4.86,9320,19.44,475,292
4.86,9330,19.44,475,292
4.86,9330,19.44,475,292
4.86,9330,19.45,475,292
4.86,9330,19.45,475,292
4.86,9330,19.46,475,292
4.86,9330,19.46,475,292
4.87,9330,19.46,475,292
4.87,9330,19.47,475,292
4.87,9330,19.47,475,292
4.87,9330,19.48,475,292
4.87,9330,19.48,475,292
4.87,9330,19.49,475,292
4.87,9340,19.49,475,293
4.87,9340,19.5,475,293
4.88,9340,19.5,475,293
4.88,9340,19.5,475,293
4.88,9340,19.51,475,293
4.88,9340,19.51,475,293
4.88,9340,19.52,476,293
4.88,9340,19.52,476,293
4.88,9340,19.52,476,293
4.88,9340,19.53,476,293
4.88,9340,19.53,476,293
4.88,9340,19.54,476,293
4.88,9340,19.54,476,293
4.89,9340,19.54,476,293
4.89,9340,19.55,476,293
4.89,9340,19.55,476,293
4.89,9340,19.56,476,294
4.89,9340,19.56,476,294
4.89,9340,19.56,476,294
4.89,9340,19.57,476,294
4.89,9340,19.57,476,294
4.89,9340,19.58,476,294
4.9,9340,19.58,476,294
4.9,9340,19.59,476,294
4.9,9340,19.59,476,294
4.9,9350,19.6,476,294
4.9,9350,19.6,476,294
4.9,9350,19.6,476,294
4.9,9350,19.61,476,294
4.9,9350,19.61,476,294
4.9,9350,19.62,476,294
4.9,9350,19.62,476,294
4.91,9350,19.62,476,295
4.91,9350,19.63,476,295
4.91,9350,19.63,476,295
4.91,9350,19.64,476,295
4.91,9350,19.64,476,295
4.91,9350,19.64,476,295
4.91,9350,19.65,476,295
4.91,9350,19.65,476,295
4.91,9350,19.66,476,295
4.92,9350,19.66,476,295
4.92,9360,19.66,476,295
4.92,9360,19.67,477,295
4.92,9360,19.67,477,295
4.92,9360,19.68,477,295
4.92,9360,19.68,476,295
4.92,9360,19.69,476,295
4.92,9360,19.69,477,296
4.92,9360,19.7,477,296
4.92,9360,19.7,477,296
4.93,9360,19.7,477,296
4.93,9360,19.71,477,296
4.93,9360,19.71,477,296
4.93,9360,19.72,477,296
4.93,9360,19.72,477,296
4.93,9360,19.72,477,296
4.93,9360,19.73,477,296
4.93,9360,19.73,477,296
4.93,9360,19.74,477,296
4.94,9360,19.74,477,296
4.94,9360,19.74,477,296
4.94,9370,19.75,477,296
4.94,9370,19.75,477,296
4.94,9360,19.76,477,297
4.94,9360,19.76,477,297
4.94,9370,19.76,477,297
4.94,9370,19.77,477,297
4.94,9370,19.77,477,297
4.94,9370,19.78,477,297
4.94,9370,19.78,477,297
4.95,9370,19.78,477,297
4.95,9370,19.79,477,297
4.95,9370,19.8,477,297
4.95,9370,19.8,477,297
4.95,9370,19.8,477,297
4.95,9370,19.8,477,297
4.95,9370,19.81,477,297
4.95,9370,19.82,477,297
4.96,9370,19.82,477,297
4.96,9380,19.82,477,298
4.96,9380,19.83,477,298
4.96,9380,19.83,477,298
4.96,9380,19.84,477,298
4.96,9380,19.84,477,298
4.96,9380,19.84,478,298
4.96,9380,19.85,478,298
4.96,9380,19.85,478,298
4.96,9380,19.86,478,298
4.96,9380,19.86,478,298
4.97,9380,19.86,478,298
4.97,9380,19.87,478,298
4.97,9380,19.87,478,298
4.97,9380,19.88,478,298
4.97,9380,19.88,478,298
4.97,9380,19.88,478,298
4.97,9380,19.89,478,299
4.97,9380,19.9,478,299
4.98,9380,19.9,478,299
4.98,9380,19.9,478,299
4.98,9380,19.91,478,299
4.98,9380,19.91,478,299
4.98,9380,19.92,478,299
4.98,9380,19.92,478,299
4.98,9390,19.92,478,299
4.98,9390,19.93,478,299
4.98,9380,19.93,478,299
4.98,9380,19.94,478,299
4.98,9380,19.94,478,299
4.99,9390,19.94,478,299
4.99,9390,19.95,478,299
4.99,9390,19.95,478,299
4.99,9390,19.96,478,300
4.99,9390,19.96,478,300
4.99,9390,19.96,478,300
4.99,9390,19.97,478,300
4.99,9390,19.97,478,300
4.99,9390,19.98,478,300
5,9390,19.98,478,300
5,9390,19.98,478,300
5,9390,19.99,478,300
5,9390,20,478,300
5,9400,20,478,300
5,9400,20,478,300
5,9400,20,478,300
5,9390,20,478,300
5,9390,20,478,300
5,9400,20,478,300
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20,479,301
5.01,9400,20.1,479,301
5.01,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,301
5.02,9400,20.1,479,302
5.02,9400,20.1,479,302
5.02,9400,20.1,479,302
5.03,9400,20.1,479,302
5.03,9400,20.1,479,302
5.03,9400,20.1,479,302
5.03,9400,20.1,479,302
5.03,9400,20.1,479,302
5.03,9410,20.1,479,302
5.03,9410,20.1,479,302
5.03,9410,20.1,479,302
5.03,9410,20.1,479,302
5.04,9410,20.1,479,302
5.04,9410,20.1,479,302
5.04,9410,20.1,479,302
5.04,9410,20.2,479,302
5.04,9410,20.2,479,303
5.04,9410,20.2,479,303
5.04,9410,20.2,479,303
5.04,9410,20.2,479,303
5.04,9410,20.2,479,303
5.04,9420,20.2,480,303
5.04,9420,20.2,480,303
5.05,9420,20.2,480,303
5.05,9410,20.2,479,303
5.05,9420,20.2,480,303
5.05,9420,20.2,480,303
5.05,9420,20.2,480,303
5.05,9420,20.2,480,303
5.05,9420,20.2,480,303
5.05,9420,20.2,480,303
5.06,9420,20.2,480,303
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.2,480,304
5.06,9420,20.3,480,304
5.06,9420,20.3,480,304
5.06,9420,20.3,480,304
5.07,9420,20.3,480,304
5.07,9420,20.3,480,304
5.07,9420,20.3,480,304
5.07,9430,20.3,480,304
5.07,9430,20.3,480,304
5.07,9430,20.3,480,304
5.07,9430,20.3,480,305
5.07,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.08,9430,20.3,480,305
5.09,9430,20.3,480,305
5.09,9430,20.3,480,305
5.09,9430,20.4,480,305
5.09,9440,20.4,481,306
5.09,9440,20.4,481,306
5.09,9430,20.4,480,306
5.09,9430,20.4,480,306
5.09,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.1,9440,20.4,481,306
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9440,20.4,481,307
5.11,9450,20.5,481,307
5.11,9450,20.5,481,307
5.12,9450,20.5,481,307
5.12,9450,20.5,481,307
5.12,9440,20.5,481,307
5.12,9450,20.5,481,307
5.12,9450,20.5,481,307
5.12,9450,20.5,481,307
5.12,9450,20.5,481,307
5.12,9450,20.5,481,308
5.12,9450,20.5,481,308
5.12,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9450,20.5,481,308
5.13,9460,20.5,482,308
5.13,9460,20.5,482,308
5.14,9460,20.5,482,308
5.14,9460,20.5,482,308
5.14,9460,20.5,482,308
5.14,9460,20.6,482,308
5.14,9460,20.6,482,309
5.14,9460,20.6,482,309
5.14,9460,20.6,482,309
5.14,9460,20.6,482,309
5.14,9460,20.6,482,309
5.14,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.15,9460,20.6,482,309
5.16,9460,20.6,482,309
5.16,9460,20.6,482,310
5.16,9460,20.6,482,310
5.16,9470,20.6,482,310
5.16,9470,20.6,482,310
5.16,9470,20.6,482,310
5.16,9460,20.6,482,310
5.16,9460,20.6,482,310
5.16,9470,20.7,482,310
5.16,9470,20.7,482,310
5.16,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,310
5.17,9470,20.7,482,311
5.17,9470,20.7,482,311
5.18,9470,20.7,482,311
5.18,9470,20.7,482,311
5.18,9470,20.7,482,311
5.18,9480,20.7,483,311
5.18,9480,20.7,483,311
5.18,9470,20.7,482,311
5.18,9470,20.7,482,311
5.18,9470,20.7,482,311
5.18,9480,20.7,483,311
5.18,9480,20.7,483,311
5.18,9480,20.7,483,311
5.19,9480,20.7,483,311
5.19,9480,20.7,483,311
5.19,9480,20.8,483,311
5.19,9480,20.8,483,312
5.19,9480,20.8,483,312
5.19,9480,20.8,483,312
5.19,9480,20.8,483,312
5.19,9480,20.8,483,312
5.19,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.2,9480,20.8,483,312
5.21,9480,20.8,483,313
5.21,9480,20.8,483,313
5.21,9480,20.8,483,313
5.21,9490,20.8,483,313
5.21,9490,20.8,483,313
5.21,9490,20.8,483,313
5.21,9490,20.8,483,313
5.21,9490,20.9,483,313
5.21,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,313
5.22,9490,20.9,483,314
5.22,9490,20.9,483,314
5.22,9490,20.9,483,314
5.23,9490,20.9,483,314
5.23,9490,20.9,483,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.23,9500,20.9,484,314
5.24,9500,20.9,484,314
5.24,9500,20.9,484,314
5.24,9500,20.9,484,314
5.24,9500,21,484,314
5.24,9500,21,484,315
5.24,9500,21,484,315
5.24,9500,21,484,315
5.24,9500,21,484,315
5.24,9500,21,484,315
5.24,9500,21,484,315
5.24,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.25,9500,21,484,315
5.26,9500,21,484,315
5.26,9500,21,484,316
5.26,9500,21,484,316
5.26,9500,21,484,316
5.26,9510,21,484,316
5.26,9510,21,484,316
5.26,9510,21,484,316
5.26,9510,21,484,316
5.26,9510,21.1,484,316
5.26,9510,21.1,484,316
5.26,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,316
5.27,9510,21.1,484,317
5.27,9510,21.1,485,317
5.28,9510,21.1,485,317
5.28,9510,21.1,484,317
5.28,9510,21.1,484,317
5.28,9510,21.1,485,317
5.28,9520,21.1,485,317
5.28,9520,21.1,485,317
5.28,9520,21.1,485,317
5.28,9520,21.1,485,317
5.28,9510,21.1,485,317
5.28,9510,21.1,485,317
5.28,9520,21.1,485,317
5.29,9520,21.1,485,317
5.29,9520,21.1,485,317
5.29,9520,21.2,485,317
5.29,9520,21.2,485,318
5.29,9520,21.2,485,318
5.29,9520,21.2,485,318
5.29,9520,21.2,485,318
5.29,9520,21.2,485,318
5.29,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9520,21.2,485,318
5.3,9530,21.2,485,318
5.31,9530,21.2,485,319
5.31,9530,21.2,485,319
5.31,9520,21.2,485,319
5.31,9520,21.2,485,319
5.31,9530,21.2,485,319
5.31,9530,21.2,485,319
5.31,9530,21.2,485,319
5.31,9530,21.3,485,319
5.31,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,319
5.32,9530,21.3,485,320
5.32,9530,21.3,486,320
5.32,9530,21.3,486,320
5.33,9530,21.3,486,320
5.33,9530,21.3,486,320
5.33,9530,21.3,486,320
5.33,9530,21.3,486,320
5.33,9540,21.3,486,320
5.33,9540,21.3,486,320
5.33,9540,21.3,486,320
5.33,9540,21.3,486,320
5.33,9540,21.3,486,320
5.34,9540,21.3,486,320
5.34,9540,21.3,486,320
5.34,9540,21.3,486,320
5.34,9540,21.4,486,320
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.34,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.35,9540,21.4,486,321
5.36,9550,21.4,486,321
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.4,486,322
5.36,9550,21.5,486,322
5.36,9550,21.5,486,322
5.36,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,322
5.37,9550,21.5,486,323
5.37,9550,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9550,21.5,487,323
5.38,9550,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.38,9560,21.5,487,323
5.39,9560,21.5,487,323
5.39,9560,21.5,487,323
5.39,9560,21.6,487,323
5.39,9560,21.6,487,324
5.39,9560,21.6,487,324
5.39,9560,21.6,487,324
5.39,9560,21.6,487,324
5.39,9560,21.6,487,324
5.39,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.4,9560,21.6,487,324
5.41,9570,21.6,487,325
5.41,9570,21.6,487,325
5.41,9570,21.6,487,325
5.41,9570,21.6,487,325
5.41,9560,21.6,487,325
5.41,9560,21.6,487,325
5.41,9570,21.6,487,325
5.41,9570,21.7,487,325
5.41,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,325
5.42,9570,21.7,487,326
5.42,9570,21.7,487,326
5.42,9570,21.7,487,326
5.43,9570,21.7,488,326
5.43,9580,21.7,488,326
5.43,9570,21.7,488,326
5.43,9570,21.7,488,326
5.43,9570,21.7,488,326
5.43,9580,21.7,488,326
5.43,9580,21.7,488,326
5.43,9580,21.7,488,326
5.43,9580,21.7,488,326
5.44,9580,21.7,488,326
5.44,9580,21.7,488,326
5.44,9580,21.7,488,326
5.44,9580,21.8,488,326
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.44,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.45,9580,21.8,488,327
5.46,9580,21.8,488,327
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9580,21.8,488,328
5.46,9590,21.9,488,328
5.46,9590,21.9,488,328
5.46,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,328
5.47,9590,21.9,488,329
5.47,9590,21.9,488,329
5.48,9590,21.9,488,329
5.48,9590,21.9,488,329
5.48,9590,21.9,489,329
5.48,9590,21.9,488,329
5.48,9590,21.9,488,329
5.48,9590,21.9,488,329
5.48,9590,21.9,488,329
5.48,9590,21.9,489,329
5.48,9600,21.9,489,329
5.48,9600,21.9,489,329
5.48,9590,21.9,489,329
5.49,9590,21.9,489,329
5.49,9590,21.9,489,329
5.49,9600,22,489,329
5.49,9600,22,489,330
5.49,9600,22,489,330
5.49,9600,22,489,330
5.49,9600,22,489,330
5.49,9600,22,489,330
5.49,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.5,9600,22,489,330
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22,489,331
5.51,9600,22.1,489,331
5.51,9600,22.1,489,331
5.52,9610,22.1,489,331
5.52,9600,22.1,489,331
5.52,9600,22.1,489,331
5.52,9600,22.1,489,331
5.52,9610,22.1,489,331
5.52,9610,22.1,489,331
5.52,9610,22.1,489,331
5.52,9610,22.1,489,332
5.52,9610,22.1,489,332
5.52,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,489,332
5.53,9610,22.1,490,332
5.53,9610,22.1,490,332
5.54,9610,22.1,490,332
5.54,9610,22.1,490,332
5.54,9610,22.1,490,332
5.54,9610,22.2,490,332
5.54,9610,22.2,490,333
5.54,9620,22.2,490,333
5.54,9620,22.2,490,333
5.54,9610,22.2,490,333
5.54,9610,22.2,490,333
5.54,9610,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.55,9620,22.2,490,333
5.56,9620,22.2,490,333
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.2,490,334
5.56,9620,22.3,490,334
5.56,9620,22.3,490,334
5.56,9620,22.3,490,334
5.57,9620,22.3,490,334
5.57,9620,22.3,490,334
5.57,9620,22.3,490,334
5.57,9620,22.3,490,334
5.57,9620,22.3,490,334
5.57,9630,22.3,490,334
5.57,9630,22.3,490,335
5.57,9630,22.3,490,335
5.58,9620,22.3,490,335
5.58,9620,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.58,9630,22.3,490,335
5.59,9630,22.3,490,335
5.59,9630,22.3,490,335
5.59,9630,22.4,490,335
5.59,9630,22.4,490,336
5.59,9630,22.4,491,336
5.59,9630,22.4,491,336
5.59,9630,22.4,491,336
5.59,9630,22.4,490,336
5.59,9630,22.4,490,336
5.6,9630,22.4,491,336
5.6,9630,22.4,491,336
5.6,9640,22.4,491,336
5.6,9640,22.4,491,336
5.6,9630,22.4,491,336
5.6,9630,22.4,491,336
5.6,9640,22.4,491,336
5.6,9640,22.4,491,336
5.6,9640,22.4,491,336
5.6,9640,22.4,491,336
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.4,491,337
5.61,9640,22.5,491,337
5.61,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,337
5.62,9640,22.5,491,338
5.62,9640,22.5,491,338
5.62,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.63,9640,22.5,491,338
5.64,9650,22.5,491,338
5.64,9650,22.5,491,338
5.64,9650,22.5,491,338
5.64,9650,22.6,491,338
5.64,9650,22.6,491,339
5.64,9650,22.6,491,339
5.64,9650,22.6,491,339
5.64,9650,22.6,491,339
5.64,9650,22.6,491,339
5.64,9650,22.6,491,339
5.65,9650,22.6,491,339
5.65,9650,22.6,491,339
5.65,9650,22.6,492,339
5.65,9650,22.6,492,339
5.65,9650,22.6,491,339
5.65,9650,22.6,491,339
5.65,9650,22.6,491,339
5.65,9650,22.6,492,339
5.65,9650,22.6,492,339
5.66,9650,22.6,492,339
5.66,9650,22.6,492,340
5.66,9650,22.6,492,340
5.66,9650,22.6,492,340
5.66,9650,22.6,492,340
5.66,9660,22.6,492,340
5.66,9660,22.6,492,340
5.66,9660,22.6,492,340
5.66,9660,22.7,492,340
5.66,9660,22.7,492,340
5.66,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,340
5.67,9660,22.7,492,341
5.67,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.68,9660,22.7,492,341
5.69,9660,22.7,492,341
5.69,9660,22.7,492,341
5.69,9660,22.8,492,341
5.69,9660,22.8,492,342
5.69,9660,22.8,492,342
5.69,9660,22.8,492,342
5.69,9670,22.8,492,342
5.69,9670,22.8,492,342
5.69,9660,22.8,492,342
5.7,9660,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,492,342
5.7,9670,22.8,493,342
5.71,9670,22.8,493,343
5.71,9670,22.8,492,343
5.71,9670,22.8,492,343
5.71,9670,22.8,492,343
5.71,9670,22.8,492,343
5.71,9670,22.8,493,343
5.71,9670,22.8,493,343
5.71,9670,22.9,493,343
5.71,9670,22.9,492,343
5.72,9670,22.9,492,343
5.72,9670,22.9,493,343
5.72,9670,22.9,493,343
5.72,9680,22.9,493,343
5.72,9670,22.9,493,343
5.72,9670,22.9,493,343
5.72,9670,22.9,493,343
5.72,9670,22.9,493,344
5.72,9680,22.9,493,344
